epoch,acc,loss,lr,val_acc,val_loss
67,0.7623895358247348,1.0792780636856667,3.1622774e-05,0.7534665378191174,1.1280159922023274
68,0.7626115601248503,1.0788886034459197,3.1622774e-05,0.7557674582668729,1.1275189600073465
69,0.7627759817619172,1.0782315540227958,3.1622774e-05,0.7502888484676071,1.1314840115184295
70,0.7632598716048725,1.0644406084601077,9.999999e-06,0.7508894710086494,1.1470977696585933
71,0.763060878161609,1.0642301252634405,9.999999e-06,0.7581558818966619,1.1121873599816614
72,0.7629944212205386,1.0642612032565495,9.999999e-06,0.7487603668291138,1.1369296841249608
73,0.7628633536619516,1.0624595267175556,9.999999e-06,0.7590273245213458,1.1268535548775824
74,0.7629625005346032,1.0632374254155823,9.999999e-06,0.7524747097936839,1.1252700042459045
75,0.7631623911162128,1.0619634709341064,9.999999e-06,0.754548884755542,1.1322620443322442
76,0.7629014570701519,1.0603258497477006,9.999999e-06,0.7540926332279544,1.1128016191758516
77,0.7630473463930082,1.0606394578709448,9.999999e-06,0.7528086561436365,1.1361805868580683
78,0.7632933506949825,1.0605165423731582,9.999999e-06,0.7529392674008701,1.123571863516991
79,0.7629526979155946,1.0605143111386746,9.999999e-06,0.7526063430990645,1.1302474591173532
80,0.7633177617718901,1.0583554874274799,9.999999e-06,0.759868145885967,1.1122688248847434
81,0.7631563151141347,1.060118499835082,9.999999e-06,0.7516559169809631,1.1288512143650964
82,0.7630221833434733,1.0588008494873484,9.999999e-06,0.7488268126384041,1.138229924531588
83,0.7631747575858675,1.054809551418042,3.1622774e-06,0.7494551852835019,1.1421775263134797
84,0.7632748728530924,1.0541781498079035,3.1622774e-06,0.7612477174107553,1.105509606428934
85,0.7631770694970066,1.0527902703410645,3.1622774e-06,0.7532975198826766,1.1246120566108224
86,0.7630189033928696,1.052163104747804,3.1622774e-06,0.7493968853939905,1.1363623233781968
87,0.7634869142596294,1.054109595608797,3.1622774e-06,0.7547045383069239,1.1183762459753335
88,0.7634222317493702,1.0527993905753326,3.1622774e-06,0.7534193774235949,1.1209449795695923
89,0.7633618324519329,1.0527944903177537,3.1622774e-06,0.7536078590512423,1.1329393020816798
90,0.763362173222193,1.0524835397737275,3.1622774e-06,0.7573666712285952,1.1111704864003549
91,0.7633862971435401,1.0527209500587886,3.1622774e-06,0.7518025304942746,1.1375087249276339
92,0.7634236119292248,1.0522520732831397,3.1622774e-06,0.753506900351176,1.1221138610497023
93,0.7630637096636426,1.0526311537451882,3.1622774e-06,0.751460744793972,1.1267630044038932
94,0.7631238393733452,1.0525162560503474,3.1622774e-06,0.7557654125409738,1.1193732526337747
95,0.7632328448783633,1.0513476734217122,3.1622774e-06,0.7554837762974169,1.1145919734271768
96,0.7634230028308606,1.0507236948411027,9.999999e-07,0.7519941507955187,1.1428262037363384
97,0.7634066932553278,1.0509614751225325,9.999999e-07,0.754170559325719,1.1187198627153352
98,0.7634592952789645,1.0495393104556439,9.999999e-07,0.7515630310235342,1.1235060139779676
99,0.7633438206733398,1.0500121363941177,9.999999e-07,0.7539923381132454,1.124529654664783
