epoch,acc,loss,lr,val_acc,val_loss
0,0.7612657580156593,9.601734375674948,1e-04,0.7539798885962777,2.774452088331983
1,0.7621303943803253,2.0360827713990384,1e-04,0.7545547506895208,1.6490654116488062
2,0.7621303943803253,1.5224253212858876,1e-04,0.7546810390097428,1.429529998723072
3,0.7621298567056924,1.381005006755213,1e-04,0.7537708134750033,1.3425219507500676
4,0.7621506109679613,1.311336347967279,1e-04,0.7544319070724755,1.3026788110511995
5,0.7621370973836015,1.27726541731587,1e-04,0.751784143322269,1.2901963586747163
6,0.7620867350500533,1.256256907092903,1e-04,0.7536642577090074,1.302742399523432
7,0.7621717236889192,1.3693440253812847,1e-04,0.7555283891417683,1.3219512467927272
8,0.7620180201810524,1.2514877101044646,1e-04,0.7521512760092529,1.2488617025765076
9,0.7619995240745195,1.2318221137410017,1e-04,0.7546046563414949,1.2294749577071193
10,0.7619500040585886,1.2110356824244741,1e-04,0.7541793124761993,1.2299440769490415
11,0.7621058585195929,1.2054051119405373,1e-04,0.75479988233898,1.2251386647552762
12,0.762182638347283,1.1966685783386015,1e-04,0.7496122564570551,1.2427634187076244
13,0.7619372969995782,1.1922984979108726,1e-04,0.7586398497056199,1.2244163087018431
14,0.7622158848077542,1.1879516494922715,1e-04,0.7553893644278861,1.2159756273701854
15,0.7621063782109899,1.185531755708319,1e-04,0.7508112393825924,1.2543838406794785
16,0.761900591901872,1.1809148260881361,1e-04,0.7555507045024612,1.200362388262547
17,0.7621801833809763,1.176726214775293,1e-04,0.7532223752766016,1.1940260968639655
18,0.7620717518922718,1.1751453966143535,1e-04,0.7540008051792021,1.2124668712233981
19,0.7619213638994708,1.1703998224957168,1e-04,0.7555190974781096,1.1871233045732943
20,0.761997624122866,1.168319864171765,1e-04,0.7487980384232089,1.2540687818606624
21,0.7615725912133621,1.1658598229208652,1e-04,0.7557476359334859,1.2458028570689348
22,0.7620416777174946,1.1659765527349153,1e-04,0.7512570515788025,1.2622776416966124
23,0.7624181402920872,1.161563691328005,1e-04,0.7593935058526795,1.17319780149565
24,0.7621069158722225,1.1575232630314158,1e-04,0.7542774725712091,1.1788644575514737
25,0.7620336124572983,1.1549734623714103,1e-04,0.7554958658318038,1.183868844414165
26,0.762411562863255,1.1494441764201406,1e-04,0.7517531271152111,1.192713212298982
27,0.7624297544072054,1.1499775820445242,1e-04,0.752207872627972,1.1851427220176942
28,0.7620980078186974,1.1489851159184314,1e-04,0.7583556825497954,1.1637785186996126
29,0.7619767802794256,1.1412502532061055,1e-04,0.7517889329625426,1.1893708350540924
30,0.7618821310448936,1.145215504581658,1e-04,0.7518434311882748,1.168256489960703
31,0.762218411693604,1.1436318047746694,1e-04,0.761328459055935,1.1530405654497344
32,0.7621325802145084,1.140182521261221,1e-04,0.7483987236658697,1.2007473370279953
33,0.7620326445987381,1.140982167446892,1e-04,0.7534401504679992,1.1762069095291607
34,0.761821373965484,1.144883732291327,1e-04,0.7570638125066576,1.1843395126391703
35,0.7621071127497946,1.1377653561988108,1e-04,0.7526277090505799,1.1731711270557557
36,0.7623478301680184,1.1356041659768537,1e-04,0.7514085790794595,1.1766086965128713
37,0.7617490928010385,1.1354175653549836,1e-04,0.7596872161577592,1.156160496383181
38,0.7622835242604877,1.128076952299197,1e-04,0.7519315449918288,1.1747521472462763
39,0.7623123081179886,1.1304375540813525,1e-04,0.7514477036021563,1.1783835651582688
40,0.7619659733060721,1.1328285810463934,1e-04,0.7550038090168518,1.1700220213185335
41,0.761798594726531,1.1243872950858564,1e-04,0.7443562657090321,1.1867368660203301
42,0.7624791304902475,1.1252460935481374,1e-04,0.7573956232031759,1.1539958791218825
43,0.7622723044633276,1.1057645167967827,3.1622774e-05,0.7523352185416796,1.147387786049976
44,0.7621961519584435,1.1009804601546564,3.1622774e-05,0.7548705607780082,1.1477355795680242
45,0.7620669485592424,1.0987248067683775,3.1622774e-05,0.7507679183220509,1.163791988142217
46,0.7623678320690507,1.0985158783644975,3.1622774e-05,0.7579186434977421,1.1450146996524289
47,0.7621888396021971,1.0972977338104153,3.1622774e-05,0.754255731054435,1.1431951574531898
48,0.7622369435254028,1.0983277052279106,3.1622774e-05,0.7532163656926123,1.1427651511909294
49,0.7621673325230803,1.0960212764497712,3.1622774e-05,0.7536523112780762,1.1435820460453643
50,0.7625488852244541,1.094206116182341,3.1622774e-05,0.7497225791152188,1.155108203271506
51,0.7624417085823664,1.093070721106349,3.1622774e-05,0.7602804293612925,1.123690978349811
52,0.7625503729419153,1.09109143327198,3.1622774e-05,0.747827037453021,1.163335547682726
53,0.7622151139808698,1.0939005093327423,3.1622774e-05,0.7571667445442973,1.1414636452250606
54,0.7624547918688962,1.0918048957108164,3.1622774e-05,0.7507091874875377,1.1522879009977534
55,0.7624904578920159,1.0901450865881905,3.1622774e-05,0.7534498726776411,1.1408544151392421
56,0.7628677268445545,1.0888002914168853,3.1622774e-05,0.7488298254417848,1.1627020670032309
57,0.7622696881303095,1.0874068479542789,3.1622774e-05,0.7560458476718056,1.1332157050484908
58,0.7622629311505249,1.09010321861334,3.1622774e-05,0.7576066541705955,1.1235504936490588
59,0.7621738026421115,1.0875854475102087,3.1622774e-05,0.7547636639199393,1.1274100232242357
60,0.7630634944812268,1.0855300950770863,3.1622774e-05,0.748101068159329,1.1661164960165908
61,0.7622330905568095,1.0854498497712954,3.1622774e-05,0.7546094094715764,1.1348655938324255
62,0.7631347542595145,1.0839739287365897,3.1622774e-05,0.74894149476389,1.1491768661246011
63,0.7623814170235406,1.0826982496802111,3.1622774e-05,0.7571504202953847,1.1318089917275307
64,0.7627805519828962,1.0850556395117112,3.1622774e-05,0.7496129379244765,1.1452856938598608
65,0.7626369208961779,1.0821073762268472,3.1622774e-05,0.7556856398183172,1.126711814911595
66,0.7624050924896175,1.0825416829785426,3.1622774e-05,0.7588093872412597,1.1259105201243924
